round,mean,std,min,max
1,0.2,0.06554480164694054,0.11490926660344948,0.26555481394634833
2,0.2,0.22311382089163423,0.030490068322038898,0.5298993054689559
3,0.19999999999999998,0.16041018843473204,0.06708285764281788,0.4461995605651917
